,price,propertyType,size,priceByArea,floor,rooms,bathrooms,district,latitude,longitude,avgPriceZone,status,hasLift,hasAirConditioning,hasBoxRoom,hasTerrace,hasGarden,hasSwimmingPool,hasParkingSpace,parkingSpacePrice,statusInt,box_posto_auto,propertyTypeInt,garden_terrace,floorCat,liftCat,roomsCat,bathroomsCat
1423,209000,flat,85,2458,0,3,1,WG - WG2,45.5787243,9.2877109,1736,good,0,0,1,1,0,0,1,19000,2,1,3,1,0,0,3,1
1424,200000,flat,120,1666,2,3,1,WG - WG2,45.5773385,9.2855064,1736,renew,0,0,1,1,0,0,0,0,1,1,3,1,1,0,3,1
1425,210000,flat,75,2800,4,2,1,WG - WG2,45.5784172,9.2764681,1736,good,1,0,0,1,0,0,0,0,2,0,3,1,1,1,2,1
1426,214000,flat,90,2377,1,3,1,WG - WG2,45.5785918,9.282538,1736,good,0,0,0,0,0,0,0,0,2,0,3,0,0,0,3,1
1427,224000,flat,105,2133,2,3,2,WG - WG2,45.5804096,9.2882449,1736,renew,1,0,1,0,0,0,1,0,1,1,3,0,1,1,3,2
1428,230000,flat,100,2300,3,3,2,WG - WG2,45.5791534,9.286701,1736,good,1,0,1,0,0,0,1,0,2,1,3,0,1,1,3,2
1429,235000,flat,67,3507,2,2,1,WG - WG2,45.576941,9.2863281,1736,good,1,0,1,1,1,0,1,0,2,1,3,1,1,1,2,1
1430,290000,flat,100,2900,2,3,2,WG - WG2,45.575956,9.2856536,1736,good,1,0,0,0,1,0,1,0,2,1,3,1,1,1,3,2
1431,329000,flat,140,2350,4,3,2,WG - WG2,45.5786837,9.2816737,1736,good,0,0,0,0,0,0,1,0,2,1,3,0,1,0,3,2
1432,382000,flat,113,3380,1,3,2,WG - WG2,45.5743612,9.2774239,1736,good,1,1,1,1,0,0,1,0,2,1,3,1,0,0,3,2
1433,393000,flat,114,3447,0,3,3,WG - WG2,45.5762612,9.2765239,1736,good,1,0,1,1,0,0,1,0,2,1,3,1,0,0,3,2
1434,430000,flat,130,3307,1,4,4,WG - WG2,45.5744612,9.2785239,1736,good,1,1,0,1,0,0,1,0,2,1,3,1,0,0,4,2
1435,450000,flat,314,1433,3,6,1,WG - WG2,45.579721,9.2822949,1736,renew,1,1,0,1,1,0,1,0,1,1,3,1,1,1,4,1
1436,453000,flat,142,3190,0,4,3,WG - WG2,45.5759612,9.2785239,1736,good,1,0,0,1,0,0,0,0,2,0,3,1,0,0,4,2
1437,460000,penthouse,131,3511,3,4,2,WG - WG2,45.5736612,9.2767239,1736,good,1,0,0,0,0,0,0,0,2,0,6,0,1,1,4,2
1438,490000,chalet,330,1484,0,10,3,WG - WG2,45.5781297,9.2812702,1736,renew,0,1,1,0,0,0,0,0,1,1,4,0,0,0,4,2
1439,830000,flat,220,3772,0,4,3,WG - WG2,45.5768377,9.2846802,1736,good,1,0,0,0,0,0,0,0,2,0,3,0,0,0,4,2
1440,1150000,chalet,473,2431,0,10,5,WG - WG2,45.5752782,9.2771308,1736,good,0,0,0,0,0,0,0,0,2,0,4,0,0,0,4,2
1441,24000,flat,35,685,1,2,1,WG - WG3,45.5771661,9.2545978,2152,renew,0,0,0,0,0,0,0,0,1,0,3,0,0,0,2,1
1442,42000,flat,54,777,0,3,1,WG - WG3,45.578874,9.251413,2152,renew,0,0,0,0,1,0,0,0,1,0,3,1,0,0,3,1
1443,59000,studio,27,2185,5,1,1,WG - WG3,45.5825425,9.2518618,2152,good,1,0,0,0,1,0,0,0,2,0,2,1,1,1,1,1
1444,59250,flat,62,955,3,2,1,WG - WG3,45.5763007,9.251872,2152,renew,0,0,0,0,0,0,0,0,1,0,3,0,1,0,2,1
1445,59250,flat,62,955,3,3,1,WG - WG3,45.5759318,9.2519063,2152,renew,1,1,0,0,0,0,1,0,1,1,3,0,1,1,3,1
1446,59250,flat,63,940,3,2,1,WG - WG3,45.5763007,9.251872,2152,renew,0,0,0,0,0,0,0,0,1,0,3,0,1,0,2,1
1447,59250,flat,62,955,3,2,1,WG - WG3,45.5761637,9.2500677,2152,renew,0,0,1,0,0,0,0,0,1,1,3,0,1,0,2,1
1448,59250,flat,64,925,3,4,1,WG - WG3,45.5763007,9.251872,2152,renew,0,0,0,0,0,0,0,0,1,0,3,0,1,0,4,1
1449,59250,flat,62,955,0,4,1,WG - WG3,45.5763007,9.251872,2152,renew,0,0,1,0,0,0,0,0,1,1,3,0,0,0,4,1
1450,59250,flat,62,955,3,2,1,WG - WG3,45.5763007,9.251872,2152,renew,0,0,0,0,0,0,1,0,1,1,3,0,1,0,2,1
1451,59250,flat,62,955,3,2,1,WG - WG3,45.5763007,9.251872,2152,renew,0,0,0,0,0,0,0,0,1,0,3,0,1,0,2,1
1452,60000,flat,62,967,3,3,1,WG - WG3,45.5763007,9.251872,2152,renew,1,0,0,0,0,0,0,0,1,0,3,0,1,1,3,1
1453,60000,studio,30,2000,3,1,1,WG - WG3,45.5823706,9.2517701,2152,renew,1,0,0,0,0,0,0,0,1,0,2,0,1,1,1,1
1454,60000,studio,32,1875,5,1,1,WG - WG3,45.5825425,9.2518618,2152,renew,1,0,0,0,0,0,0,0,1,0,2,0,1,1,1,1
1455,60000,studio,32,1875,2,1,1,WG - WG3,45.5825425,9.2518618,2152,renew,1,0,1,0,0,0,0,0,1,1,2,0,1,1,1,1
1456,60000,studio,28,2142,0,1,1,WG - WG3,45.5818493,9.2515178,2152,renew,1,0,0,0,0,0,0,0,1,0,2,0,0,0,1,1
1457,60000,studio,30,2000,2,1,1,WG - WG3,45.5823044,9.2520248,2152,renew,1,0,0,0,0,0,0,0,1,0,2,0,1,1,1,1
1458,60000,studio,30,2000,5,1,1,WG - WG3,45.581833,9.251596,2152,renew,1,0,1,0,0,0,0,0,1,1,2,0,1,1,1,1
1459,75000,flat,45,1666,0,2,1,WG - WG3,45.5732362,9.2482472,2152,renew,0,0,0,0,0,0,0,0,1,0,3,0,0,0,2,1
1460,79000,flat,62,1274,0,4,1,WG - WG3,45.5763007,9.251872,2152,renew,0,0,0,0,0,0,0,0,1,0,3,0,0,0,4,1
1461,80000,flat,60,1333,2,2,1,WG - WG3,45.5770869,9.2514122,2152,renew,0,0,1,0,0,0,0,0,1,1,3,0,1,0,2,1
1462,80000,flat,60,1333,0,2,1,WG - WG3,45.5885943,9.2531992,2152,renew,0,0,0,0,0,0,0,0,1,0,3,0,0,0,2,1
1463,90000,flat,70,1285,1,2,1,WG - WG3,45.5885943,9.2531992,2152,renew,0,0,0,0,0,0,1,0,1,1,3,0,0,0,2,1
1464,90000,flat,50,1800,1,2,1,WG - WG3,45.5825425,9.2518618,2152,renew,1,0,1,0,0,0,0,0,1,1,3,0,0,0,2,1
1465,95000,flat,50,1900,0,2,1,WG - WG3,45.576757,9.254132,2152,renew,1,0,1,0,0,0,1,0,1,1,3,0,0,0,2,1
1466,95000,flat,55,1727,0,2,1,WG - WG3,45.5771425,9.2512795,2152,renew,0,0,1,0,0,0,0,0,1,1,3,0,0,0,2,1
1467,110000,flat,70,1571,3,2,1,WG - WG3,45.5742836,9.2482367,2152,renew,0,0,0,0,0,0,0,0,1,0,3,0,1,0,2,1
1468,115000,flat,50,2300,0,2,1,WG - WG3,45.5818329,9.2576694,2152,good,1,0,0,0,1,0,1,0,2,1,3,1,0,0,2,1
1469,115000,flat,80,1437,5,3,1,WG - WG3,45.5792496,9.2588211,2152,renew,1,1,0,0,0,0,0,0,1,0,3,0,1,1,3,1
1470,120000,flat,55,2181,3,2,1,WG - WG3,45.5725796,9.2496393,2152,good,1,0,0,0,0,0,1,0,2,1,3,0,1,1,2,1
1471,124481,flat,154,808,1,3,2,WG - WG3,45.5813721,9.2571746,2152,renew,0,0,1,0,0,0,1,0,1,1,3,0,0,0,3,2
1472,124481,flat,154,808,1,4,2,WG - WG3,45.5813721,9.2571746,2152,renew,1,0,1,0,0,0,0,0,1,1,3,0,0,0,4,2
1473,124481,flat,154,808,1,4,2,WG - WG3,45.5813721,9.2571746,2152,renew,0,0,1,0,0,0,0,0,1,1,3,0,0,0,4,2
1474,124481,studio,30,4149,0,1,1,WG - WG3,45.581925,9.254341,2152,good,0,0,0,0,0,0,1,0,2,1,2,0,0,0,1,1
1475,124481,flat,154,808,1,7,2,WG - WG3,45.5813721,9.2571746,2152,renew,0,0,0,1,0,0,1,0,1,1,3,1,0,0,4,2
1476,124481,flat,154,808,1,4,2,WG - WG3,45.5822721,9.2586746,2152,renew,0,0,1,0,0,0,0,0,1,1,3,0,0,0,4,2
1477,124481,flat,160,778,1,7,2,WG - WG3,45.5813721,9.2571746,2152,renew,0,0,0,0,0,0,0,0,1,0,3,0,0,0,4,2
1478,124481,flat,154,808,0,3,2,WG - WG3,45.5813721,9.2571746,2152,renew,0,0,1,0,0,0,0,0,1,1,3,0,0,0,3,2
1479,124481,flat,154,808,1,4,2,WG - WG3,45.5813721,9.2571746,2152,renew,0,1,0,1,0,0,0,0,1,0,3,1,0,0,4,2
1480,124481,flat,154,808,0,3,2,WG - WG3,45.5813721,9.2571746,2152,renew,0,0,1,1,0,0,0,0,1,1,3,1,0,0,3,2
1481,124481,flat,154,808,0,3,2,WG - WG3,45.5813721,9.2571746,2152,renew,0,0,1,0,1,0,1,0,1,1,3,1,0,0,3,2
1482,144481,flat,154,938,0,3,1,WG - WG3,45.5813721,9.2571746,2152,renew,0,0,1,0,0,0,1,20000,1,1,3,0,0,0,3,1
1483,124482,flat,154,808,1,3,2,WG - WG3,45.5813721,9.2571746,2152,renew,0,0,0,0,0,0,1,0,1,1,3,0,0,0,3,2
1484,124482,flat,154,808,1,3,2,WG - WG3,45.5813721,9.2571746,2152,renew,1,0,0,1,0,0,0,0,1,0,3,1,0,0,3,2
1485,125000,flat,50,2500,2,2,1,WG - WG3,45.5786427,9.2552525,2152,good,0,0,0,0,1,0,1,0,2,1,3,1,1,0,2,1
1486,129000,flat,70,1842,6,2,1,WG - WG3,45.574796,9.2485704,2152,renew,1,0,0,0,1,0,1,0,1,1,3,1,1,1,2,1
1487,137000,flat,74,1851,2,2,1,WG - WG3,45.5741758,9.2551522,2152,renew,1,0,0,0,0,0,0,0,1,0,3,0,1,1,2,1
1488,137000,flat,60,2283,0,2,1,WG - WG3,45.5818329,9.2576694,2152,good,1,0,0,0,0,0,1,0,2,1,3,0,0,0,2,1
1489,138000,flat,75,1840,7,2,1,WG - WG3,45.5762951,9.2503015,2152,renew,1,0,0,0,1,0,0,0,1,0,3,1,1,1,2,1
1490,143000,flat,95,1505,3,3,1,WG - WG3,45.5801971,9.2538567,2152,renew,1,0,0,0,0,0,0,0,1,0,3,0,1,1,3,1
1491,165000,flat,70,2357,2,2,1,WG - WG3,45.5793733,9.259872,2152,good,1,0,1,0,0,0,1,20000,2,1,3,0,1,1,2,1
1492,150000,flat,60,2500,3,2,1,WG - WG3,45.5725955,9.2560953,2152,good,1,1,1,0,1,0,1,0,2,1,3,1,1,1,2,1
1493,155000,flat,40,3875,0,2,1,WG - WG3,45.5823017,9.2558073,2152,good,0,0,1,0,0,0,0,0,2,1,3,0,0,0,2,1
1494,155000,flat,60,2583,0,2,1,WG - WG3,45.5793733,9.259872,2152,good,0,0,0,0,0,0,0,0,2,0,3,0,0,0,2,1
1495,158000,flat,95,1663,6,3,1,WG - WG3,45.5790299,9.2547836,2152,renew,1,0,0,0,0,0,1,0,1,1,3,0,1,1,3,1
1496,160000,flat,75,2133,4,3,1,WG - WG3,45.5752744,9.2545155,2152,renew,1,0,0,0,0,0,1,0,1,1,3,0,1,1,3,1
1497,160000,flat,75,2133,3,2,1,WG - WG3,45.5794709,9.2565337,2152,renew,1,1,1,1,0,0,1,0,1,1,3,1,1,1,2,1
1498,160000,flat,80,2000,0,2,1,WG - WG3,45.5745891,9.2527551,2152,renew,1,0,1,1,1,0,1,0,1,1,3,1,0,0,2,1
1499,165000,flat,90,1833,0,3,2,WG - WG3,45.579252,9.2528462,2152,renew,1,0,0,0,0,0,1,0,1,1,3,0,0,0,3,2
1500,165975,flat,154,1077,1,3,2,WG - WG3,45.5813721,9.2571746,2152,renew,1,0,0,0,1,0,0,0,1,0,3,1,0,0,3,2
1501,169000,flat,61,2770,0,2,1,WG - WG3,45.5861066,9.2583582,2152,good,1,0,1,0,0,0,1,0,2,1,3,0,0,0,2,1
1502,169000,flat,100,1690,2,3,1,WG - WG3,45.5796385,9.257785,2152,renew,1,0,1,0,1,0,1,0,1,1,3,1,1,1,3,1
1503,170000,flat,80,2125,2,2,1,WG - WG3,45.5776879,9.2527843,2152,renew,1,0,1,0,0,0,0,0,1,1,3,0,1,1,2,1
1504,170000,flat,90,1888,2,3,1,WG - WG3,45.5776879,9.2527843,2152,renew,1,0,0,0,0,0,1,0,1,1,3,0,1,1,3,1
1505,175000,flat,95,1842,3,3,1,WG - WG3,45.5790299,9.2547836,2152,renew,1,0,1,1,0,0,0,0,1,1,3,1,1,1,3,1
1506,180000,flat,113,1592,3,3,1,WG - WG3,45.5783315,9.2568451,2152,renew,1,0,1,0,0,0,1,0,1,1,3,0,1,1,3,1
1507,185000,flat,92,2010,6,3,1,WG - WG3,45.579529,9.2579022,2152,renew,1,0,1,1,0,0,1,0,1,1,3,1,1,1,3,1
1508,190000,flat,100,1900,7,3,1,WG - WG3,45.5775468,9.2518189,2152,renew,1,0,0,0,1,0,1,0,1,1,3,1,1,1,3,1
1509,195000,flat,90,2166,1,3,1,WG - WG3,45.5773294,9.2515432,2152,good,1,0,0,0,0,0,0,0,2,0,3,0,0,0,3,1
1510,195000,duplex,100,1950,0,2,2,WG - WG3,45.5821526,9.2542128,2152,renew,1,0,0,0,0,0,0,0,1,0,5,0,0,0,2,2
1511,200000,flat,105,1904,5,3,1,WG - WG3,45.5803355,9.2574458,2152,renew,1,0,1,0,0,0,1,0,1,1,3,0,1,1,3,1
1512,220000,flat,100,2200,3,3,2,WG - WG3,45.5795902,9.2545269,2152,good,1,0,1,0,0,0,1,0,2,1,3,0,1,1,3,2
1513,238000,penthouse,126,1888,2,3,2,WG - WG3,45.577103,9.2552997,2152,renew,1,0,0,0,0,0,1,0,1,1,6,0,1,1,3,2
1514,245000,flat,100,2450,0,3,1,WG - WG3,45.5800264,9.2547354,2152,good,1,0,0,0,0,0,1,0,2,1,3,0,0,0,3,1
1515,250000,flat,135,1851,0,4,2,WG - WG3,45.5757893,9.2535598,2152,renew,1,0,0,0,0,0,1,0,1,1,3,0,0,0,4,2
1516,250000,flat,96,2604,0,3,1,WG - WG3,45.5783264,9.2532354,2152,good,1,0,0,1,0,0,1,0,2,1,3,1,0,0,3,1
1517,250000,flat,120,2083,1,3,2,WG - WG3,45.5739557,9.2514142,2152,renew,1,0,0,0,0,0,1,0,1,1,3,0,0,0,3,2
1518,258000,flat,90,2866,4,3,2,WG - WG3,45.5774318,9.2534063,2152,good,1,0,1,0,0,0,1,0,2,1,3,0,1,1,3,2
1519,265000,flat,120,2208,0,4,2,WG - WG3,45.5803355,9.2574458,2152,good,1,0,1,0,0,0,0,0,2,1,3,0,0,0,4,2
1520,270000,flat,124,2177,1,3,2,WG - WG3,45.5816101,9.2530823,2152,good,1,0,1,1,0,0,0,0,2,1,3,1,0,0,3,2
1521,270000,flat,120,2250,1,4,2,WG - WG3,45.5795846,9.2599304,2152,good,1,0,0,1,0,0,1,0,2,1,3,1,0,0,4,2
1522,275000,flat,94,2925,3,3,2,WG - WG3,45.5748347,9.2578205,2152,good,1,0,0,0,1,0,0,0,2,0,3,1,1,1,3,2
1523,295000,flat,125,2360,1,4,2,WG - WG3,45.5794958,9.2549921,2152,renew,1,0,0,0,0,0,0,0,1,0,3,0,0,0,4,2
1524,295000,duplex,120,2458,0,3,2,WG - WG3,45.5796766,9.2598141,2152,good,0,0,0,1,1,0,1,0,2,1,5,1,0,0,3,2
1525,300000,duplex,101,2970,2,3,2,WG - WG3,45.5747485,9.2482167,2152,good,1,0,1,1,0,0,1,0,2,1,5,1,1,1,3,2
1526,315000,flat,120,2625,0,4,2,WG - WG3,45.576496,9.2480704,2152,good,0,0,1,0,0,0,1,0,2,1,3,0,0,0,4,2
1527,330400,flat,85,3887,0,3,1,WG - WG3,45.5738983,9.2501795,2152,good,1,1,1,0,1,0,1,0,2,1,3,1,0,0,3,1
1528,330400,flat,85,3887,0,3,1,WG - WG3,45.5752983,9.2493795,2152,good,1,0,1,1,1,0,1,0,2,1,3,1,0,0,3,1
1529,334400,flat,85,3934,2,3,1,WG - WG3,45.5738983,9.2501795,2152,good,1,1,0,0,0,0,1,0,2,1,3,0,1,1,3,1
1530,355000,flat,125,2840,5,4,2,WG - WG3,45.5758671,9.2558923,2152,renew,1,1,0,0,0,0,0,0,1,0,3,0,1,1,4,2
1531,359000,flat,155,2316,4,4,2,WG - WG3,45.5772264,9.2527354,2152,good,1,0,0,1,1,0,1,0,2,1,3,1,1,1,4,2
1532,360000,penthouse,162,2222,3,4,2,WG - WG3,45.5822006,9.251273,2152,good,1,0,1,0,1,0,1,0,2,1,6,1,1,1,4,2
1533,360000,penthouse,160,2250,3,5,2,WG - WG3,45.5839094,9.2532684,2152,good,1,0,1,0,1,0,1,0,2,1,6,1,1,1,4,2
1534,364000,flat,108,3370,1,3,1,WG - WG3,45.5818653,9.2583106,2152,good,1,0,0,0,1,0,0,0,2,0,3,1,0,0,3,1
1535,365000,flat,130,2807,2,4,2,WG - WG3,45.580071,9.2626086,2152,good,1,0,0,0,0,0,1,0,2,1,3,0,1,1,4,2
1536,389050,flat,103,3777,2,4,2,WG - WG3,45.5738983,9.2501795,2152,good,1,0,0,0,1,0,1,0,2,1,3,1,1,1,4,2
1537,429150,flat,103,4166,1,4,2,WG - WG3,45.5738983,9.2501795,2152,good,1,0,1,1,1,0,1,37000,2,1,3,1,0,0,4,2
1538,399000,flat,180,2216,4,4,2,WG - WG3,45.576418,9.250987,2152,good,1,0,0,1,0,0,1,0,2,1,3,1,1,1,4,2
1539,440000,flat,160,2750,0,3,2,WG - WG3,45.5818653,9.2583106,2152,good,1,1,0,1,0,0,0,0,2,0,3,1,0,0,3,2
1540,440000,flat,134,3283,1,4,2,WG - WG3,45.5796766,9.2598141,2152,good,1,0,1,0,1,0,1,0,2,1,3,1,0,0,4,2
1541,465000,flat,130,3576,0,3,2,WG - WG3,45.5826179,9.2609789,2152,good,1,0,1,0,1,0,1,0,2,1,3,1,0,0,3,2
1542,468800,flat,120,3906,2,4,2,WG - WG3,45.5738983,9.2501795,2152,good,1,0,1,1,1,0,1,0,2,1,3,1,1,1,4,2
1543,470000,flat,105,4476,0,4,2,WG - WG3,45.5823524,9.2602622,2152,good,1,0,0,1,0,0,1,0,2,1,3,1,0,0,4,2
1544,498000,flat,148,3364,0,3,2,WG - WG3,45.5746983,9.2512795,2152,good,1,0,1,0,1,0,1,0,2,1,3,1,0,0,3,2
1545,511200,flat,142,3600,0,3,2,WG - WG3,45.5824653,9.2577106,2152,good,1,0,0,0,1,0,1,0,2,1,3,1,0,0,3,2
1546,605000,penthouse,360,1680,4,7,3,WG - WG3,45.578154,9.2520969,2152,renew,1,0,1,1,1,0,1,0,1,1,6,1,1,1,4,2
1547,605000,flat,360,1680,4,7,3,WG - WG3,45.578154,9.2520969,2152,renew,1,0,1,1,0,0,1,0,1,1,3,1,1,1,4,2
1548,650000,duplex,325,2000,2,6,5,WG - WG3,45.5794402,9.2506434,2152,renew,1,1,1,1,1,0,1,0,1,1,5,1,1,1,4,2
1549,698250,flat,155,4504,3,4,3,WG - WG3,45.5738983,9.2501795,2152,good,1,1,1,1,0,0,1,30000,2,1,3,1,1,1,4,2
1550,703500,penthouse,170,4138,4,4,3,WG - WG3,45.5754983,9.2511795,2152,good,1,0,0,0,1,0,1,0,2,1,6,1,1,1,4,2
1551,720000,penthouse,166,4337,4,4,3,WG - WG3,45.5755128,9.2522944,2152,good,1,0,0,1,0,0,1,0,2,1,6,1,1,1,4,2
1552,735000,chalet,240,3062,0,4,4,WG - WG3,45.5811735,9.2515351,2152,good,0,0,0,0,0,0,0,0,2,0,4,0,0,0,4,2
1553,740000,duplex,210,3523,0,5,2,WG - WG3,45.5823309,9.2602203,2152,good,1,0,1,0,1,0,0,0,2,1,5,1,0,0,4,2
1554,775000,chalet,232,3340,1,5,2,WG - WG3,45.5844619,9.2578103,2152,good,0,0,1,1,1,1,0,0,2,1,4,1,0,0,4,2
1555,775000,chalet,232,3340,0,5,3,WG - WG3,45.587991,9.2575159,2152,good,0,0,0,0,1,0,0,0,2,0,4,1,0,0,4,2
1556,775000,chalet,250,3100,0,5,3,WG - WG3,45.5859596,9.2583825,2152,good,0,0,0,1,1,0,0,0,2,0,4,1,0,0,4,2
1557,780000,countryHouse,280,2785,0,6,3,WG - WG3,45.580369,9.2582705,2152,good,0,0,0,0,0,1,0,0,2,0,1,0,0,0,4,2
1558,780000,chalet,280,2785,0,6,3,WG - WG3,45.580369,9.2582705,2152,good,0,0,0,0,1,0,0,0,2,0,4,1,0,0,4,2
1559,850000,chalet,300,2833,0,10,4,WG - WG3,45.5795578,9.2603945,2152,good,0,0,1,0,0,0,0,0,2,1,4,0,0,0,4,2
1560,29400,studio,33,890,2,1,1,WG - WG4,45.5675183,9.2672291,1595,renew,0,0,0,0,0,0,0,0,1,0,2,0,1,0,1,1
1561,29400,studio,33,890,0,1,1,WG - WG4,45.5675183,9.2672291,1595,renew,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,1
1562,29400,studio,33,890,2,1,1,WG - WG4,45.5675183,9.2672291,1595,renew,0,0,0,0,0,0,0,0,1,0,2,0,1,0,1,1
1563,29400,flat,33,890,2,2,1,WG - WG4,45.5675183,9.2672291,1595,renew,0,0,1,0,0,0,0,0,1,1,3,0,1,0,2,1
1564,29400,flat,33,890,2,2,1,WG - WG4,45.5675183,9.2672291,1595,renew,0,0,1,0,0,0,0,0,1,1,3,0,1,0,2,1
1565,29400,studio,33,890,2,1,1,WG - WG4,45.5655183,9.2687291,1595,renew,0,0,0,0,0,0,0,0,1,0,2,0,1,0,1,1
1566,29400,studio,33,890,0,1,1,WG - WG4,45.5675183,9.2672291,1595,renew,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,1
1567,29400,studio,33,890,2,1,1,WG - WG4,45.5675183,9.2672291,1595,renew,0,0,0,0,0,0,0,0,1,0,2,0,1,0,1,1
1568,29400,studio,33,890,2,1,1,WG - WG4,45.5675183,9.2672291,1595,renew,0,0,0,0,0,0,0,0,1,0,2,0,1,0,1,1
1569,33750,flat,45,750,1,2,1,WG - WG4,45.557096,9.2563234,1595,renew,0,0,0,1,0,0,0,0,1,0,3,1,0,0,2,1
1570,33750,flat,45,750,1,2,1,WG - WG4,45.557096,9.2563234,1595,renew,0,0,0,0,0,0,1,0,1,1,3,0,0,0,2,1
1571,33750,flat,45,750,1,2,1,WG - WG4,45.557096,9.2563234,1595,renew,0,0,0,0,0,0,0,0,1,0,3,0,0,0,2,1
1572,33750,flat,45,750,1,2,1,WG - WG4,45.557096,9.2563234,1595,renew,0,0,0,0,0,0,0,0,1,0,3,0,0,0,2,1
1573,33750,flat,45,750,1,2,1,WG - WG4,45.557096,9.2563234,1595,renew,0,0,0,0,0,0,0,0,1,0,3,0,0,0,2,1
1574,33750,flat,45,750,0,2,1,WG - WG4,45.557096,9.2563234,1595,renew,0,0,0,0,0,0,0,0,1,0,3,0,0,0,2,1
1575,33750,flat,45,750,0,2,1,WG - WG4,45.557096,9.2563234,1595,renew,0,0,0,0,0,0,0,0,1,0,3,0,0,0,2,1
1576,33750,flat,45,750,0,2,1,WG - WG4,45.557096,9.2563234,1595,renew,0,0,0,0,0,0,0,0,1,0,3,0,0,0,2,1
1577,33750,flat,45,750,1,2,1,WG - WG4,45.557096,9.2563234,1595,renew,0,0,0,0,0,0,0,0,1,0,3,0,0,0,2,1
1578,33750,flat,45,750,1,2,1,WG - WG4,45.555896,9.2553234,1595,renew,0,0,0,0,0,0,0,0,1,0,3,0,0,0,2,1
1579,33750,flat,45,750,0,3,1,WG - WG4,45.557096,9.2563234,1595,renew,0,0,0,0,0,0,0,0,1,0,3,0,0,0,3,1
1580,33750,flat,45,750,0,3,1,WG - WG4,45.557096,9.2563234,1595,renew,0,0,0,0,0,0,0,0,1,0,3,0,0,0,3,1
1581,33750,flat,45,750,0,2,1,WG - WG4,45.557096,9.2563234,1595,renew,0,0,0,0,0,0,0,0,1,0,3,0,0,0,2,1
1582,33750,flat,45,750,1,2,1,WG - WG4,45.557096,9.2563234,1595,renew,0,0,0,0,0,0,0,0,1,0,3,0,0,0,2,1
1583,33750,flat,45,750,1,2,1,WG - WG4,45.557096,9.2563234,1595,renew,0,0,0,0,0,0,0,0,1,0,3,0,0,0,2,1
1584,39200,flat,33,1187,2,2,1,WG - WG4,45.5675183,9.2672291,1595,renew,0,0,0,0,0,0,0,0,1,0,3,0,1,0,2,1
1585,39972,flat,75,532,4,3,1,WG - WG4,45.5610698,9.2633281,1595,renew,0,0,0,0,0,0,0,0,1,0,3,0,1,0,3,1
1586,39972,flat,75,532,4,3,1,WG - WG4,45.5610698,9.2633281,1595,renew,0,0,0,0,0,0,0,0,1,0,3,0,1,0,3,1
1587,39972,flat,75,532,0,5,1,WG - WG4,45.5610698,9.2633281,1595,renew,0,0,0,0,0,0,0,0,1,0,3,0,0,0,4,1
1588,39972,flat,75,532,0,5,1,WG - WG4,45.5610698,9.2633281,1595,renew,0,0,0,0,0,0,0,0,1,0,3,0,0,0,4,1
1589,40338,flat,83,486,0,3,1,WG - WG4,45.5676538,9.2671613,1595,renew,0,0,0,0,0,0,0,0,1,0,3,0,0,0,3,1
1590,49000,studio,36,1361,0,1,1,WG - WG4,45.5572445,9.2553646,1595,renew,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,1
1591,49000,studio,40,1225,8,1,1,WG - WG4,45.5583837,9.2649187,1595,renew,1,0,0,0,0,0,1,0,1,1,2,0,1,1,1,1
1592,50000,flat,60,833,2,2,1,WG - WG4,45.5694145,9.2675208,1595,renew,0,0,0,0,0,0,1,0,1,1,3,0,1,0,2,1
1593,55000,flat,60,916,5,2,1,WG - WG4,45.5596881,9.263294,1595,renew,1,0,0,0,0,0,1,0,1,1,3,0,1,1,2,1
1594,55000,flat,60,916,4,2,1,WG - WG4,45.5678564,9.2625216,1595,renew,1,0,0,0,0,0,1,0,1,1,3,0,1,1,2,1
1595,58000,flat,48,1208,4,2,1,WG - WG4,45.5666564,9.2619216,1595,renew,0,0,0,0,0,0,1,0,1,1,3,0,1,0,2,1
1596,59000,flat,49,1204,0,2,1,WG - WG4,45.5553327,9.2542712,1595,renew,0,0,0,0,0,0,0,0,1,0,3,0,0,0,2,1
1597,59000,flat,41,1439,0,2,1,WG - WG4,45.5556641,9.2612524,1595,renew,0,0,0,0,0,0,0,0,1,0,3,0,0,0,2,1
1598,60000,flat,50,1200,1,2,1,WG - WG4,45.5566682,9.25897,1595,renew,0,0,0,0,0,0,0,0,1,0,3,0,0,0,2,1
1599,65000,flat,65,1000,5,2,1,WG - WG4,45.5612926,9.2658891,1595,renew,0,1,0,0,0,0,0,0,1,0,3,0,1,0,2,1
1600,65000,chalet,55,1181,0,2,2,WG - WG4,45.5603666,9.2678985,1595,renew,0,0,1,0,0,0,0,0,1,1,4,0,0,0,2,2
1601,69000,flat,50,1380,3,2,1,WG - WG4,45.5648862,9.2603536,1595,renew,0,0,1,0,0,0,1,0,1,1,3,0,1,0,2,1
1602,69000,flat,55,1254,0,2,1,WG - WG4,45.5595462,9.2630813,1595,renew,0,0,0,0,0,0,0,0,1,0,3,0,0,0,2,1
1603,73000,flat,62,1177,1,2,1,WG - WG4,45.5676474,9.2671922,1595,renew,0,0,0,0,1,0,0,0,1,0,3,1,0,0,2,1
